date,edge,odds,won,pnl
2010-12-11,0.2581656276884959,3.7,False,-10.0
2011-06-04,0.2547331765170152,3.0,True,19.8
2011-09-17,0.262534376719121,3.6,False,-10.097999999999999
2011-10-01,0.37291059124771264,2.55,True,15.495381
2011-10-08,0.40328874673999004,4.2,False,-10.15197381
2011-10-08,0.34999668692771435,3.55,False,-10.0504540719
2011-12-30,0.2768993439556758,4.0,False,-9.949949531181
2012-01-20,0.29304519342207447,4.25,False,-9.850450035869189
2012-01-20,0.3094842218997757,2.85,False,-9.751945535510497
2012-01-28,0.3122700059060418,4.4,False,-9.654426080155392
2012-02-15,0.4446956200130513,3.35,False,-9.557881819353838
2012-02-25,0.26742489991951895,3.6,True,24.601987803016783
2012-04-14,0.4362257652404013,2.77,True,17.183731496167127
2012-05-26,0.2892684010030217,3.15,False,-9.880160194152138
2012-05-26,0.4292835462320605,3.4,True,23.47526062130548
2012-06-08,0.2847866495160993,2.7,False,-10.01611119842367
2012-07-21,0.29369957136368396,3.1,False,-9.915950086439434
2012-07-21,0.3778265148159323,3.8,True,27.48701363961011
2012-08-11,0.3427618220091486,3.85,False,-10.091660721971142
2012-09-29,0.3008502893023475,4.1,False,-9.990744114751429
2012-10-05,0.2557843174855207,2.7,False,-9.890836673603914
2012-11-17,0.35844815613106806,3.55,True,24.96941718251308
2012-12-15,0.38097792030170324,2.7,False,-10.041622478693007
2012-12-29,0.322276180098568,4.15,False,-9.941206253906076
2013-02-16,0.3328053059149126,2.85,False,-9.841794191367015
2013-03-02,0.26605790201889395,2.85,True,18.025246061488687
2013-04-06,0.41315722231758334,3.0,False,-9.923628710068233
2013-04-20,0.2749592923964718,3.9,True,28.490738026605896
2013-04-20,0.4391795079779677,4.35,False,-10.10929980323361
2013-04-27,0.38717574088963386,3.15,False,-10.008206805201272
2013-05-25,0.26160685542532924,3.65,True,26.256530553445536
2013-05-25,0.265396573315684,3.65,False,-10.170690042683715
2013-06-15,0.3666358892807429,3.5,True,25.17245785564219
2013-08-03,0.282941666714402,3.95,True,30.446087776399228
2013-08-03,0.32032883721494276,2.51,False,-10.625168598577291
2013-08-31,0.39036178339593575,3.35,True,24.719454744590067
2013-09-04,0.25420048498432835,3.1,False,-10.766111460037418
2013-09-04,0.3237982420365992,4.15,False,-10.658450345437045
2013-10-09,0.4620967908935355,4.4,False,-10.551865841982673
2013-10-09,0.30161592404954213,2.6,True,16.714155493700556
2013-10-09,0.37952096197372975,3.8,False,-10.613488738499852
2013-10-19,0.25963994520075606,2.75,False,-10.507353851114853
2013-10-26,0.2530730404215925,4.4,False,-10.402280312603706
