date,edge,odds,won,pnl
2012-05-15,0.16019262594329264,1.9523809523809523,True,19.047619047619047
2012-11-17,0.16859993085328273,1.8,True,16.304761904761904
2012-12-15,0.12356278905422224,1.9523809523809523,True,19.7209977324263
2013-04-20,0.14741130660702273,1.9090909090909087,True,19.183152339723758
2013-05-18,0.14034114458430835,1.9523809523809523,True,20.462029162372016
2013-11-16,0.16836597418639593,2.0,False,-21.89437120373806
2013-11-30,0.14409881451300277,1.9523809523809523,False,-21.456483779663298
2014-09-13,0.15615591566876624,2.0,False,-21.02735410407003
2015-01-03,0.16121809165894568,2.0,False,-20.60680702198863
2015-05-16,0.1222401513869582,1.8,True,16.155736705239086
2015-06-13,0.13019382342410846,1.9090909090909087,True,18.652532377866937
2015-06-20,0.1365668777971638,2.0,False,-20.89083626321098
2016-04-10,0.1314847491800495,1.869565217391304,True,17.802625685171087
2016-05-14,0.16983606861388023,1.8333333333333333,False,-20.82907205165018
2016-12-17,0.1518007539181645,1.869565217391304,False,-20.412490610617173
2017-02-11,0.12322819571424337,2.0,False,-20.00424079840483
2017-02-19,0.12080639382397745,1.9523809523809523,True,18.67062474517784
2017-03-04,0.12242148578726864,1.7692307692307692,True,15.367360367184839
2017-07-07,0.12526898095880273,1.9523809523809523,False,-20.284915684683988
2018-07-14,0.12827943811095854,2.0,False,-19.87921737099031
2018-07-28,0.16279111598364548,1.9090909090909087,False,-19.481633023570502
2018-09-08,0.12347432942220737,1.9090909090909087,False,-19.092000363099093
2018-09-15,0.13582537787141857,2.0,True,18.71016035583711
2019-02-23,0.16147782925625076,1.869565217391304,True,16.595098750394648
2019-04-27,0.14679784654430372,1.869565217391304,True,16.88370916344499
2019-08-03,0.16368062066204725,2.0,True,19.753939721230648
2019-08-03,0.1635944392100187,2.0,True,20.14901851565526
2019-09-21,0.1341256592783997,1.8333333333333333,True,17.126665738306972
2019-10-05,0.1380871756214318,1.7692307692307692,True,16.07271707748808
2020-01-18,0.12896813438891086,1.9523809523809523,False,-21.215986542284263
2020-02-22,0.126007033874048,1.869565217391304,False,-20.791666811438578
2020-02-29,0.13269398984379954,1.8,False,-20.375833475209806
2020-05-13,0.1360984843603863,1.7575757575757576,False,-19.96831680570561
2020-06-27,0.1505063162650998,1.8928571428571428,True,17.472277204992405
2020-08-29,0.15318847800554913,1.9174311926605505,True,18.273757810726007
2020-10-24,0.12564566169366365,1.8928571428571428,False,-20.283871169905865
2021-02-13,0.13502213358505022,2.0,True,19.878193746507748
2021-05-01,0.14075256463621766,1.8333333333333333,False,-20.2757576214379
2021-05-22,0.1220460649768027,1.8,False,-19.870242469009142
2021-06-12,0.1275964187576844,1.925925925925926,False,-19.47283761962896
2021-09-25,0.14759549772275354,1.9523809523809523,True,18.174648444987028
2021-10-30,0.16145709858650248,1.869565217391304,True,16.910325074900967
2021-11-06,0.12465732785767858,2.0,False,-19.78508033763414
2022-06-04,0.13665282808150447,1.8,True,15.511502984705167
2022-06-04,0.14131768565136488,1.9523809523809523,True,18.761532181500534
2022-06-25,0.1267498155092191,1.9523809523809523,False,-20.074839434205575
2022-11-19,0.12917063350762825,1.869565217391304,True,17.10725447436648
2023-02-11,0.12033450942909563,2.0,False,-20.015487735008794
2023-02-11,0.12288889774925216,1.9090909090909087,False,-19.615177980308616
2023-02-18,0.12375608181754727,2.0,True,19.222874420702443
2023-02-25,0.1685710007041467,1.9523809523809523,True,18.673649437253797
2023-05-06,0.15665096644905552,1.8333333333333333,True,16.65067074821797
2023-07-01,0.1536324153907208,1.9803921568627447,True,19.915508149829332
2023-11-11,0.1527289640226539,1.7692307692307692,False,-20.71212847582251
2023-11-11,0.1323866871599867,1.8,True,16.23830872504485
2024-01-20,0.1305003441246766,1.8928571428571428,True,18.41308221500621
2024-03-16,0.1564001487317307,1.9803921568627447,True,20.579327181477524
2024-03-23,0.13183536455710687,1.8,True,17.122000214989306
2024-03-30,0.12816638082244924,1.9803921568627447,False,-21.74494027303642
2024-09-14,0.1215785422299066,1.7692307692307692,True,16.392339590442838
2024-09-28,0.12682033931589787,1.9803921568627447,True,21.213615940573078
2024-10-05,0.15674252645417963,1.819672131147541,True,18.083738178849188
2024-12-07,0.12069331989810272,1.925925925925926,True,20.762810501641663
