Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Avg Rounds,Avg Fight Time,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
1338e2c7480bdf9e,Israel Adesanya,The Last Stylebender,6.4,185.0,Switch,24,5,0,False,3.67,1055.0,0.22,65.06,0.33,0.0,38.44,0.45,0.33,0.59,0.83,0.43,0.49,0.34,0.0,0.22,Middleweight,Male,Striker
0e9869d712e81f8f,Sam Adkins,The Experience,6.3,225.0,Orthodox,7,20,2,False,1.0,87.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Open Weight,Male,No Clear Style
ebc5af72ad5a28cb,Nick Agallar,No Nickname,5.8,155.0,Orthodox,24,6,0,False,2.0,434.0,0.0,5.0,0.0,0.0,67.0,0.11,0.06,0.0,0.6,0.1,1.0,0.0,0.0,0.0,Lightweight,Male,No Clear Style
a08ddd04eaffd81d,Mariya Agapova,Money Mashka,5.6,125.0,Southpaw,10,5,0,False,1.83,394.33,0.17,23.0,0.83,0.33,89.33,0.44,0.34,0.65,0.55,0.36,0.6,0.13,0.33,0.33,Women's Flyweight,Female,Hybrid
44aa652b181bcf68,Marcelo Aguiar,No Nickname,5.1,170.0,Orthodox,2,3,1,False,1.0,274.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Welterweight,Male,Hybrid
8f382b3baa954d2a,Jessica Aguilar,Jag,5.3,115.0,Orthodox,20,8,0,False,2.6,764.2,0.0,72.0,0.0,0.2,74.0,0.51,0.27,0.8,0.77,0.29,0.77,0.33,0.2,0.0,Women's Strawweight,Female,Striker
cf946e03ba2e7666,Kevin Aguilar,Angel of Death,5.7,155.0,Orthodox,17,5,0,False,2.67,783.5,0.33,56.5,0.67,0.0,66.0,0.47,0.4,0.72,0.64,0.44,0.56,0.39,0.0,0.17,Featherweight,Male,Striker
c051c2e12d692b8a,Jesus Aguilar,No Nickname,5.4,125.0,Orthodox,12,3,0,False,2.0,522.67,0.0,25.17,0.83,0.67,91.67,0.57,0.3,0.9,0.65,0.57,0.32,0.31,0.67,0.17,Flyweight,Male,Striker
ae071698e1a3ccd4,Christian Aguilera,The Beast,5.9,170.0,Switch,14,8,0,False,1.33,212.67,0.0,8.33,0.0,0.33,17.33,0.38,0.18,0.33,0.96,0.38,0.0,0.0,0.33,0.0,Welterweight,Male,No Clear Style
0978385b2bd9ef9b,Nick Aguirre,Slick,5.9,135.0,Southpaw,7,2,0,False,3.0,779.0,0.0,9.5,1.0,0.5,210.5,0.36,0.34,0.5,0.0,0.44,0.25,0.0,0.5,0.5,Bantamweight,Male,Hybrid
